Name,Invalid
မြတ်ညီနောင်,0
ကောင်းတိုးတက်,18
တော်ဝင်ရတနာ,0
သစ်ဆန်းရတနာ,0
သီရိရတနာ,0
ရွှေပြည်ထောင်,0
ရွှေပြည်တောင်း,0
ဇော်ဂျီရတနာ,0
သဇင်နီ,0
သဇင်နက်,0
သတ္တိဗျတ္တိ,0
သစ်ဆန်းညီနောင်,0
ရွှေခတ်ရတနာ,0
မြရတနာ,0
ဇေယျထွန်း,0
ဆန်းသစ်ရတနာ,0
သုခရတနာ,0
ချမ်းမြေ့သီတာ,0
မြမြရတနာ,0
ချမ်းမြေ့ရတနာ,0
ထူးခန့်ထည်,0
ထွန်းတောက်,0
ထူးခန့်တည်,0
နန်းမြင့်တော်,0
တော်ဝင်သိဒ္ဓ,0
နန်းတော်ထွန်း,0
စိန်ရတနာမြင့်,0
တော်ဝင်ရွှေစင်,0
ဇမ္ဘူတော်ဝင်,0
ငွေဘုံစံ,0
ရွှေဘုံစံ,0
ဇွဲမာန်ပြည့်,0
ဇွဲခက်မာန်,0
ဇွဲထက်မာန်,0
ဇွဲမာန်ထက်,0
အောင်မြေရတနာ,0
အောင်မြင်ရတနာ,0
ကြည်သာဦး,0
ကြည်သာထူး,0
ဇွဲဧကံ,0
ခိုင်မာသစ်,0
ရွှေမြေစီးပွား,0
စံချိန်ထိပ်တန်း,18
အောင်ထက်သာ,0
အောင်ထက်စံ,0
အောင်ထက်မာန်,0
ဖွံ့ဖြိုးသာ,18
တော်ဝင်နှင်းဆီ,18
နန်းထိုက်တော်ဝင်,0
နန်းထိုက်ရတနာ,0
ရွှေနွယ်ရိုး,0
ရွှေနွယ်ရတနာ,0
ဖူးငုံ,0
ဖူးငုံစံ,0
ဆန်းသော်တာ,0
ဘေးမခ,0
လှထိပ်တင်,0
ထိပ်တင်စံ,0
ခေတ်ကြေးမုံ,0
ကြေးမုံ,0
ရတနာထိပ်တင်,0
အောင်ထိပ်တင်,0
ထက်မြတ်ရတနာ,0
ထူးမြတ်ရတနာ,0
စာပန်းအိမ်,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26"
လင်းလက်ကြယ်စင်,0
ကြယ်စင်လင်းလဲ့,0
ရတနာထွန်း,0
ရတနာလင်း,0
ရတနာမင်း,0
ထိပ်တန်းစည်,18
ထိပ်တန်းအောင်,0
စံထိပ်တန်း,0
ရွှေထိပ်တော်,0
ပွင့်သစ်,0
ရွှေမင်း,0
ရွှေမင်းဝံ,0
သြရသ,0
ထူးထူး,0
ထူးထူးစံ,0
မြင့်ထူးစံ,0
ထူးမြင့်စံ,0
ပန်းချယ်ရီ,0
ချယ်ရီသစ္စာ,0
ရှမ်းတောင်တန်း,0
မောရှမ်းမြေ,0
မြေလတ်သူ,0
ဆောင်းနှင်းဝေ,0
မျိုးမြင့်မြတ်,0
စိမ်းလဲ့မြေ,0
စိမ်းလဲ့ဝေ,0
တော်ဝင်အလင်း,0
သမားတော်,0
သမားဂုဏ်,0
မင်းထက်မြက်,0
ထူးမြင့်ဂုဏ်,0
ရွှေမြင့်မိုရ်စံ,0
စံပြမောင်,0
နဒီဧရာ,0
နဒီသစ္စာ,0
သစ္စာနဒီ,0
ဧရာသစ္စာ,0
သစ္စာ,0
ရွှေသွေးနဒီ,0
ပညာ့အလင်း,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26"
ရွှေမေတ္တာမွန်,0
မေတ္တာမွန်,0
စကားဝါမြေ,0
ရွှေရတနာပုံ,0
နေရီရီ,0
ရွှေမိုးသဲ,18
စိမ်းလဲ့နဒီ,0
ပြာလဲ့နဒီ,"18,27"
သီရိမြိုင်,0
သီရိပျံချီ,0
သဘာဝအလှ,0
မြန်မာ့အလှ,18
မြန်အောင်မြင်,0
ဒုံးပျံ,0
အောင်သာယာ,0
အောင်မြင်ကမ္ဘာ,0
မြတ်သီလ,0
မိုးစက်,0
မိုးသက်လေ,0
မိုးစက်လေပြေ,0
သီလဆောင်,0
ချစ်မြတ်နိုး,"18,10,27"
မြတ်နိုးမေ,"18,10,27"
မြတ်နိုးဝေ,"18,10,27"
မြတ်နိုးအိမ်,"18,10,27"
မြတ်နိုး,"18,10,27"
ဝင့်ဌာဏီ,0
အောင်မြင်ဘုံ,0
သက်ငြိမ်,0
ငြိမ်းချမ်းမြေ,0
သာသောမြေ,0
ပုဏ္ဏမီ,0
ရွှေပုဏ္ဏမီ,0
ချမ်းသာ,0
အေးငြိမ်းချမ်းသာ,0
ဆန်းသစ်လှိူင်,0
ထူးခြားအောင်,0
သွင်ထူးခြား,0
